https://www.offshore-energy.biz/wartsila-global-energy-ventures-join-forces-on-propulsion-solutions-for-hydrogen-vessel/;https://www.dieselgasturbine.com/news/wrtsil-gev-working-on-marine-hydrogen-propulsion-solution/8013122.article;1
https://www.reuters.com/article/us-usa-china-commerce/u-s-bans-imports-of-solar-panel-material-from-chinese-company-idUSKCN2DZ2LT;https://www.reuters.com/article/us-usa-china-trade/u-s-says-ban-on-chinese-firms-solar-products-will-not-slow-clean-energy-progress-idUSKCN2E01AB;1
https://www.reuters.com/article/us-usa-china-commerce/u-s-bans-imports-of-solar-panel-material-from-chinese-company-idUSKCN2DZ2LT;https://pv-magazine-usa.com/2021/06/24/biden-administration-targets-four-chinese-companies-with-import-bans-over-forced-labor-allegations/;1
https://www.reuters.com/article/us-usa-china-trade/u-s-says-ban-on-chinese-firms-solar-products-will-not-slow-clean-energy-progress-idUSKCN2E01AB;https://pv-magazine-usa.com/2021/06/24/biden-administration-targets-four-chinese-companies-with-import-bans-over-forced-labor-allegations/;1
https://www.pv-magazine-australia.com/2021/06/09/plans-for-3-gw-renewable-hydrogen-production-facility-progress-with-land-secured-in-queensland-in-government-japan-partnership/;https://www.nsenergybusiness.com/news/asian-renewable-energy-hub-environmental-ministry-rejected/;1
https://www.pv-magazine-australia.com/2021/06/09/plans-for-3-gw-renewable-hydrogen-production-facility-progress-with-land-secured-in-queensland-in-government-japan-partnership/;https://www.pv-magazine-australia.com/2021/06/21/nationally-sanctioned-23-gw-hydrogen-ammonia-project-gets-tangled-in-the-wetlands/;1
https://www.pv-magazine-australia.com/2021/06/09/plans-for-3-gw-renewable-hydrogen-production-facility-progress-with-land-secured-in-queensland-in-government-japan-partnership/;https://www.pv-magazine.com/2021/06/21/australias-23-gw-hydrogen-ammonia-project-facing-environmental-issues/;1
https://www.pv-magazine-australia.com/2021/06/14/morrison-blowing-in-the-wind-sheltering-in-hydrogen-ambitions-at-the-g7-summit-in-cornwall/;https://www.pv-magazine-australia.com/2021/06/15/arena-launches-43-million-program-for-industrial-abatement-studies-as-concern-around-mandate-change-grows/;1
https://www.reuters.com/article/us-acciona-energy-ipo/spains-acciona-seeks-11-6-billion-valuation-with-renewables-ipo-idUSKCN2DT2KH;https://www.reuters.com/business/energy/acciona-energia-plans-start-trading-shares-july-1-2021-06-21/;1
https://www.pv-magazine-australia.com/2021/06/23/senate-blocks-taylors-attempt-to-illegally-siphon-renewables-funding/;https://www.pv-magazine-australia.com/2021/06/18/taylors-plans-for-arena-under-scrutiny-in-senate/;1
